Invoice ID,Product line,Date,Quantity,Shipment_mode,shipping cost,Payment,warehouse_name
610-46-4100,Health and beauty,2019-03-03,7,Regular Air,1.4475,Credit card,WH1
318-81-2368,Electronic accessories,2019-03-19,1,Special Air  ,3.696,Cash,WH2
364-33-8584,Food and beverages,2019-03-08,5,Special Air  ,1.4104,Cash,WH3
665-63-9737,Fashion accessories,2019-02-27,3,Special Air  ,4.1936,Ewallet,WH3
695-09-5146,Food and beverages,2019-02-23,3,Special Air  ,7.9032,Ewallet,WH3
155-45-3814,Electronic accessories,2019-03-19,8,Special Air  ,7.084,Ewallet,WH2
794-32-2436,Electronic accessories,2019-03-27,2,Regular Air,2.7835,Ewallet,WH3
131-15-8856,Food and beverages,2019-03-30,8,Special Air  ,5.8016,Credit card,WH2
273-84-2164,Electronic accessories,2019-02-16,5,ExpressAir,1.205,Ewallet,WH2
706-36-6154,Home and lifestyle,2019-01-18,9,Special Air  ,1.5488,Ewallet,WH1
778-89-7974,Health and beauty,2019-03-30,6,ExpressAir,7.021,Cash,WH2
574-31-8277,Fashion accessories,2019-03-20,1,ExpressAir,3.363,Cash,WH3
859-71-0933,Sports and travel,2019-01-16,2,Regular Air,0.7745,Cash,WH2
740-11-5257,Electronic accessories,2019-02-24,10,ExpressAir,2.474,Cash,WH2
369-82-2676,Electronic accessories,2019-01-15,5,ExpressAir,7.566,Ewallet,WH3
563-47-4072,Health and beauty,2019-01-22,6,Special Air  ,4.4648,Cash,WH3
742-04-5161,Home and lifestyle,2019-02-03,10,ExpressAir,7.278,Cash,WH1
149-15-7606,Sports and travel,2019-03-06,9,Special Air  ,2.9856,Ewallet,WH3
133-77-3154,Fashion accessories,2019-02-16,4,Special Air  ,4.8144,Credit card,WH3
250-81-7186,Electronic accessories,2019-02-27,1,Regular Air,4.9845,Credit card,WH2
562-12-5430,Fashion accessories,2019-01-18,3,Special Air  ,7.052,Ewallet,WH1
816-72-8853,Sports and travel,2019-01-29,5,Special Air  ,2.2344,Cash,WH1
491-38-3499,Fashion accessories,2019-02-26,1,Special Air  ,4.436,Credit card,WH1
322-02-2271,Sports and travel,2019-02-03,3,ExpressAir,4.297,Cash,WH3
842-29-4695,Sports and travel,2019-01-16,7,ExpressAir,1.714,Credit card,WH2
725-67-2480,Fashion accessories,2019-03-24,6,Special Air  ,4.7,Credit card,WH3
641-51-2661,Food and beverages,2019-02-12,10,Special Air  ,6.968,Credit card,WH2
714-02-3114,Sports and travel,2019-02-21,2,Special Air  ,7.904,Cash,WH2
518-17-2983,Fashion accessories,2019-02-04,4,Regular Air,2.4315,Ewallet,WH1
779-42-2410,Food and beverages,2019-02-20,3,ExpressAir,5.774,Ewallet,WH3
190-14-3147,Health and beauty,2019-02-23,4,ExpressAir,1.797,Ewallet,WH3
408-66-6712,Health and beauty,2019-02-16,6,ExpressAir,4.771,Ewallet,WH2
679-22-6530,Sports and travel,2019-01-17,2,ExpressAir,4.062,Credit card,WH3
588-47-8641,Fashion accessories,2019-01-14,10,ExpressAir,5.604,Ewallet,WH1
642-61-4706,Food and beverages,2019-03-30,2,ExpressAir,9.34,Cash,WH3
576-31-4774,Health and beauty,2019-03-02,3,Regular Air,3.6705,Ewallet,WH3
556-41-6224,Health and beauty,2019-02-15,8,ExpressAir,3.364,Credit card,WH2
811-03-8790,Electronic accessories,2019-03-01,10,Special Air  ,3.6384,Credit card,WH1
242-11-3142,Fashion accessories,2019-02-24,2,Special Air  ,6.7016,Cash,WH3
752-23-3760,Sports and travel,2019-02-19,7,Special Air  ,5.1264,Credit card,WH3
274-05-5470,Food and beverages,2019-02-23,4,ExpressAir,7.347,Cash,WH1
648-94-3045,Health and beauty,2019-02-07,10,Regular Air,2.9475,Ewallet,WH2
130-67-4723,Food and beverages,2019-01-11,6,Special Air  ,3.88,Ewallet,WH1
528-87-5606,Electronic accessories,2019-02-12,1,ExpressAir,3.948,Cash,WH3
320-85-2052,Sports and travel,2019-01-14,1,Regular Air,1.7405,Credit card,WH3
370-96-0655,Fashion accessories,2019-01-09,6,ExpressAir,4.932,Ewallet,WH2
105-10-6182,Fashion accessories,2019-02-27,2,Regular Air,1.074,Ewallet,WH1
510-79-0415,Sports and travel,2019-01-24,6,Regular Air,1.154,Ewallet,WH3
241-96-5076,Home and lifestyle,2019-01-08,2,Special Air  ,3.928,Credit card,WH3
767-97-4650,Sports and travel,2019-01-08,2,Regular Air,3.2415,Credit card,WH3
648-83-1321,Home and lifestyle,2019-01-16,10,Regular Air,3.178,Cash,WH1
173-57-2300,Sports and travel,2019-03-13,2,Special Air  ,5.8304,Cash,WH2
305-03-2383,Food and beverages,2019-02-15,3,Special Air  ,5.368,Cash,WH1
394-55-6384,Sports and travel,2019-01-25,9,Regular Air,3.5095,Cash,WH2
266-20-6657,Food and beverages,2019-03-12,7,Special Air  ,4.4032,Ewallet,WH2
689-05-1884,Health and beauty,2019-03-04,10,Regular Air,2.4315,Cash,WH1
196-01-2849,Fashion accessories,2019-02-10,7,Special Air  ,5.8704,Cash,WH2
372-62-5264,Food and beverages,2019-01-16,9,Regular Air,2.63,Cash,WH2
800-09-8606,Home and lifestyle,2019-01-29,5,ExpressAir,8.737,Cash,WH1
182-52-7000,Sports and travel,2019-01-01,4,Regular Air,1.352,Ewallet,WH1
826-58-8051,Home and lifestyle,2019-01-06,4,Special Air  ,4.9752,Ewallet,WH3
868-06-0466,Electronic accessories,2019-02-19,9,ExpressAir,6.958,Credit card,WH1
751-41-9720,Home and lifestyle,2019-01-12,10,Special Air  ,7.8,Ewallet,WH2
626-43-7888,Fashion accessories,2019-02-07,8,Regular Air,3.0205,Ewallet,WH2
176-64-7711,Food and beverages,2019-03-27,3,Special Air  ,2.5856,Credit card,WH3
191-29-0321,Fashion accessories,2019-02-27,10,ExpressAir,1.977,Credit card,WH3
729-06-2010,Health and beauty,2019-01-06,9,Regular Air,4.0235,Cash,WH3
640-48-5028,Home and lifestyle,2019-03-02,9,Special Air  ,7.0712,Cash,WH3
186-79-9562,Health and beauty,2019-03-29,7,Regular Air,3.5885,Cash,WH3
834-45-5519,Electronic accessories,2019-01-31,4,ExpressAir,4.3,Ewallet,WH3
162-65-8559,Food and beverages,2019-01-21,1,ExpressAir,6.898,Cash,WH2
760-27-5490,Fashion accessories,2019-01-20,8,Special Air  ,1.2496,Ewallet,WH2
445-30-9252,Sports and travel,2019-01-17,3,Regular Air,1.285,Ewallet,WH1
786-94-2700,Food and beverages,2019-02-28,6,Special Air  ,6.4496,Cash,WH1
728-88-7867,Home and lifestyle,2019-03-19,4,Special Air  ,6.0424,Ewallet,WH2
183-21-3799,Electronic accessories,2019-02-19,9,Regular Air,3.8815,Ewallet,WH2
268-20-3585,Health and beauty,2019-02-04,9,Special Air  ,1.108,Ewallet,WH2
735-32-9839,Fashion accessories,2019-01-31,8,ExpressAir,9.87,Ewallet,WH2
258-92-7466,Health and beauty,2019-02-06,5,Regular Air,1.784,Credit card,WH1
857-16-3520,Fashion accessories,2019-03-28,7,Special Air  ,5.7168,Ewallet,WH1
482-17-1179,Electronic accessories,2019-01-19,3,Special Air  ,0.9552,Credit card,WH1
788-21-5741,Fashion accessories,2019-02-17,3,Regular Air,2.269,Credit card,WH1
821-14-9046,Fashion accessories,2019-01-18,6,ExpressAir,1.748,Credit card,WH3
418-05-0656,Fashion accessories,2019-02-02,7,ExpressAir,2.556,Cash,WH3
678-79-0726,Sports and travel,2019-01-18,9,Special Air  ,7.2504,Cash,WH2
776-68-1096,Home and lifestyle,2019-03-18,3,Special Air  ,3.5296,Credit card,WH3
592-46-1692,Food and beverages,2019-01-11,7,Regular Air,1.8385,Cash,WH2
434-35-9162,Food and beverages,2019-02-04,4,ExpressAir,2.334,Ewallet,WH3
149-14-0304,Health and beauty,2019-02-06,8,Special Air  ,2.28,Cash,WH2
442-44-6497,Home and lifestyle,2019-01-08,3,Regular Air,2.7785,Credit card,WH2
174-64-0215,Sports and travel,2019-03-05,10,Regular Air,3.487,Credit card,WH3
210-74-9613,Fashion accessories,2019-03-16,4,Special Air  ,7.7808,Ewallet,WH2
299-29-0180,Home and lifestyle,2019-03-09,7,ExpressAir,5.218,Cash,WH3
247-11-2470,Fashion accessories,2019-03-01,4,Regular Air,1.116,Credit card,WH1
635-28-5728,Health and beauty,2019-02-28,3,ExpressAir,5.6,Ewallet,WH1
756-49-0168,Fashion accessories,2019-02-08,1,ExpressAir,1.97,Ewallet,WH1
238-45-6950,Food and beverages,2019-03-01,1,Regular Air,2.686,Ewallet,WH3
607-65-2441,Health and beauty,2019-03-10,10,Special Air  ,6.556,Credit card,WH2
386-27-7606,Home and lifestyle,2019-03-23,7,Special Air  ,6.496,Credit card,WH2
137-63-5492,Electronic accessories,2019-01-29,10,Special Air  ,4.7008,Ewallet,WH2
197-77-7132,Electronic accessories,2019-01-12,8,Special Air  ,7.3248,Ewallet,WH3
805-86-0265,Home and lifestyle,2019-03-20,9,Special Air  ,7.5168,Cash,WH1
733-29-1227,Home and lifestyle,2019-03-23,7,Special Air  ,4.4488,Cash,WH2
451-73-2711,Food and beverages,2019-01-14,1,Special Air  ,6.7864,Ewallet,WH2
373-14-0504,Sports and travel,2019-02-12,2,Regular Air,3.5815,Ewallet,WH1
546-80-2899,Home and lifestyle,2019-02-20,2,ExpressAir,3.769,Ewallet,WH1
345-68-9016,Sports and travel,2019-01-02,8,Special Air  ,2.5336,Credit card,WH2
390-17-5806,Food and beverages,2019-02-02,1,Regular Air,1.921,Cash,WH2
457-13-1708,Fashion accessories,2019-01-08,10,Regular Air,3.2615,Credit card,WH3
664-14-2882,Home and lifestyle,2019-01-30,5,Regular Air,0.5265,Credit card,WH2
487-79-6868,Home and lifestyle,2019-03-26,9,Special Air  ,0.9832,Credit card,WH3
314-23-4520,Health and beauty,2019-01-15,7,Special Air  ,6.4984,Cash,WH2
210-30-7976,Fashion accessories,2019-03-14,4,Regular Air,1.116,Ewallet,WH3
585-86-8361,Food and beverages,2019-02-03,5,Special Air  ,2.1824,Credit card,WH1
807-14-7833,Electronic accessories,2019-02-22,10,Regular Air,0.871,Ewallet,WH1
775-72-1988,Home and lifestyle,2019-01-24,5,ExpressAir,7.328,Ewallet,WH3
288-38-3758,Fashion accessories,2019-01-25,3,Special Air  ,6.7896,Ewallet,WH2
652-43-6591,Fashion accessories,2019-03-09,8,Regular Air,4.8645,Credit card,WH1
785-96-0615,Electronic accessories,2019-02-17,8,Regular Air,1.787,Ewallet,WH3
406-46-7107,Home and lifestyle,2019-01-11,6,Regular Air,4.826,Cash,WH1
250-17-5703,Food and beverages,2019-02-27,10,Special Air  ,1.508,Ewallet,WH1
156-95-3964,Food and beverages,2019-03-25,4,Special Air  ,4.4312,Ewallet,WH1
842-40-8179,Food and beverages,2019-02-11,10,Regular Air,3.86,Credit card,WH3
525-09-8450,Electronic accessories,2019-01-31,10,Special Air  ,5.7704,Credit card,WH3
410-67-1709,Fashion accessories,2019-01-20,8,ExpressAir,6.388,Ewallet,WH1
587-73-4862,Health and beauty,2019-03-26,5,Special Air  ,0.8552,Ewallet,WH1
787-87-2010,Health and beauty,2019-01-20,4,Regular Air,2.775,Credit card,WH1
593-14-4239,Home and lifestyle,2019-03-05,8,ExpressAir,9.546,Ewallet,WH3
801-88-0346,Fashion accessories,2019-01-05,3,ExpressAir,7.606,Credit card,WH2
388-76-2555,Sports and travel,2019-02-13,6,Regular Air,0.6845,Cash,WH3
711-31-1234,Electronic accessories,2019-03-16,4,Regular Air,4.782,Cash,WH3
886-54-6089,Home and lifestyle,2019-01-15,6,ExpressAir,1.143,Cash,WH1
707-32-7409,Sports and travel,2019-02-26,4,ExpressAir,9.554,Ewallet,WH3
759-98-4285,Health and beauty,2019-02-27,7,ExpressAir,8.587,Credit card,WH2
201-63-8275,Sports and travel,2019-02-17,7,Special Air  ,5.4392,Ewallet,WH2
471-06-8611,Food and beverages,2019-02-06,1,ExpressAir,5.242,Credit card,WH2
200-16-5952,Food and beverages,2019-01-17,2,Regular Air,3.2825,Cash,WH2
120-54-2248,Food and beverages,2019-01-22,5,Special Air  ,2.3088,Credit card,WH3
102-77-2261,Health and beauty,2019-03-05,7,Regular Air,3.2655,Credit card,WH2
875-31-8302,Sports and travel,2019-01-03,1,Regular Air,4.669,Cash,WH3
102-06-2002,Sports and travel,2019-03-20,5,ExpressAir,2.525,Cash,WH2
457-94-0464,Electronic accessories,2019-01-31,9,Special Air  ,7.0296,Ewallet,WH3
629-42-4133,Health and beauty,2019-02-19,8,ExpressAir,2.18,Cash,WH2
534-53-3526,Sports and travel,2019-02-11,4,Regular Air,4.738,Ewallet,WH1
307-04-2070,Fashion accessories,2019-02-05,1,ExpressAir,3.062,Credit card,WH1
468-99-7231,Home and lifestyle,2019-03-03,8,Special Air  ,3.5208,Cash,WH2
516-77-6464,Health and beauty,2019-02-24,5,Regular Air,0.508,Ewallet,WH2
404-91-5964,Electronic accessories,2019-02-04,7,Regular Air,3.729,Credit card,WH1
886-77-9084,Electronic accessories,2019-02-19,8,ExpressAir,7.189,Ewallet,WH2
790-38-4466,Health and beauty,2019-01-23,5,ExpressAir,1.099,Credit card,WH2
704-10-4056,Health and beauty,2019-01-14,3,ExpressAir,6.047,Credit card,WH2
497-37-6538,Sports and travel,2019-01-17,7,ExpressAir,5.891,Ewallet,WH1
651-96-5970,Fashion accessories,2019-03-03,1,Special Air  ,3.7128,Credit card,WH1
400-80-4065,Health and beauty,2019-02-15,4,ExpressAir,6.855,Credit card,WH2
744-16-7898,Home and lifestyle,2019-01-15,10,Regular Air,4.8685,Credit card,WH3
263-12-5321,Electronic accessories,2019-02-27,7,Regular Air,4.63,Credit card,WH1
702-72-0487,Electronic accessories,2019-02-26,2,ExpressAir,4.661,Credit card,WH1
605-83-1050,Fashion accessories,2019-03-15,2,Special Air  ,2.1744,Ewallet,WH3
443-60-9639,Home and lifestyle,2019-01-24,1,ExpressAir,6.087,Cash,WH2
864-24-7918,Sports and travel,2019-02-22,10,Regular Air,1.2245,Cash,WH1
359-94-5395,Health and beauty,2019-03-15,1,Regular Air,4.639,Credit card,WH3
401-09-4232,Home and lifestyle,2019-02-11,5,ExpressAir,8.669,Ewallet,WH2
751-15-6198,Sports and travel,2019-01-12,6,ExpressAir,2.301,Ewallet,WH3
324-41-6833,Electronic accessories,2019-03-03,8,Special Air  ,2.416,Ewallet,WH2
474-33-8305,Fashion accessories,2019-03-23,7,ExpressAir,6.739,Ewallet,WH2
759-29-9521,Fashion accessories,2019-03-04,9,Regular Air,2.448,Cash,WH1
831-81-6575,Electronic accessories,2019-02-23,9,Regular Air,3.7795,Cash,WH3
220-68-6701,Home and lifestyle,2019-03-17,4,Regular Air,3.8735,Cash,WH1
618-34-8551,Sports and travel,2019-01-16,2,Special Air  ,7.4544,Credit card,WH1
257-60-7754,Electronic accessories,2019-01-08,4,Special Air  ,4.0184,Cash,WH1
559-61-5987,Health and beauty,2019-01-14,1,ExpressAir,1.775,Cash,WH3
189-55-2313,Fashion accessories,2019-01-31,10,ExpressAir,6.218,Ewallet,WH2
565-91-4567,Health and beauty,2019-03-15,8,ExpressAir,1.075,Ewallet,WH3
380-60-5336,Electronic accessories,2019-02-24,10,ExpressAir,4.026,Credit card,WH1
815-04-6282,Sports and travel,2019-02-08,5,ExpressAir,6.497,Credit card,WH2
674-56-6360,Electronic accessories,2019-03-22,1,ExpressAir,9.515,Cash,WH1
778-34-2523,Electronic accessories,2019-01-24,8,Regular Air,2.431,Cash,WH1
499-27-7781,Food and beverages,2019-03-14,8,Special Air  ,4.2568,Ewallet,WH3
477-59-2456,Fashion accessories,2019-01-23,7,Special Air  ,3.6352,Cash,WH2
832-51-6761,Food and beverages,2019-01-19,8,Special Air  ,2.7104,Ewallet,WH1
869-11-3082,Health and beauty,2019-01-27,4,ExpressAir,9.616,Credit card,WH3
190-59-3964,Food and beverages,2019-02-03,5,Regular Air,2.358,Credit card,WH3
366-43-6862,Electronic accessories,2019-03-25,4,Special Air  ,4.2312,Ewallet,WH3
186-43-8965,Home and lifestyle,2019-02-24,2,ExpressAir,4.768,Credit card,WH1
784-21-9238,Sports and travel,2019-02-07,1,ExpressAir,1.017,Cash,WH2
276-75-6884,Health and beauty,2019-03-04,3,Regular Air,3.4355,Cash,WH1
109-86-4363,Sports and travel,2019-02-14,7,Regular Air,3.004,Credit card,WH3
569-76-2760,Sports and travel,2019-01-29,4,Regular Air,1.1005,Credit card,WH1
222-42-0244,Health and beauty,2019-01-28,9,Regular Air,3.6055,Credit card,WH3
760-53-9233,Fashion accessories,2019-03-26,3,ExpressAir,4.128,Credit card,WH1
538-22-0304,Electronic accessories,2019-03-24,10,ExpressAir,6.495,Cash,WH2
416-17-9926,Electronic accessories,2019-01-01,10,ExpressAir,7.422,Credit card,WH1
237-44-6163,Electronic accessories,2019-01-24,8,Regular Air,0.528,Cash,WH1
636-17-0325,Health and beauty,2019-02-25,4,Regular Air,3.1285,Cash,WH3
343-75-9322,Sports and travel,2019-01-09,8,ExpressAir,1.185,Cash,WH3
528-14-9470,Health and beauty,2019-02-14,1,ExpressAir,9.13,Ewallet,WH1
427-45-9297,Home and lifestyle,2019-03-12,7,ExpressAir,4.073,Ewallet,WH3
807-34-3742,Fashion accessories,2019-03-26,1,Special Air  ,4.1904,Cash,WH1
288-62-1085,Fashion accessories,2019-01-09,5,Regular Air,1.927,Ewallet,WH1
670-71-7306,Sports and travel,2019-01-02,6,Special Air  ,3.5704,Credit card,WH3
660-29-7083,Electronic accessories,2019-01-15,10,Regular Air,2.7935,Cash,WH2
271-77-8740,Sports and travel,2019-01-01,6,ExpressAir,2.922,Ewallet,WH2
497-36-0989,Fashion accessories,2019-02-15,3,ExpressAir,5.194,Cash,WH1
291-59-1384,Electronic accessories,2019-02-28,1,Regular Air,3.015,Cash,WH3
860-73-6466,Sports and travel,2019-03-02,2,ExpressAir,3.947,Credit card,WH1
549-23-9016,Food and beverages,2019-02-13,2,Special Air  ,1.1896,Credit card,WH2
896-34-0956,Fashion accessories,2019-01-26,1,Regular Air,1.066,Cash,WH1
804-38-3935,Electronic accessories,2019-01-30,3,Special Air  ,7.5024,Credit card,WH1
585-90-0249,Electronic accessories,2019-01-27,1,ExpressAir,7.326,Ewallet,WH1
862-29-5914,Sports and travel,2019-01-30,1,Regular Air,1.119,Credit card,WH2
845-94-6841,Food and beverages,2019-01-08,9,ExpressAir,7.288,Cash,WH2
125-45-2293,Fashion accessories,2019-01-19,6,Special Air  ,7.928,Cash,WH1
843-73-4724,Fashion accessories,2019-01-25,1,Special Air  ,5.928,Cash,WH1
409-33-9708,Fashion accessories,2019-02-19,2,Special Air  ,7.8784,Ewallet,WH1
658-66-3967,Health and beauty,2019-01-14,7,Special Air  ,4.2552,Ewallet,WH2
866-70-2814,Electronic accessories,2019-02-25,10,Special Air  ,4.2232,Ewallet,WH3
160-22-2687,Health and beauty,2019-01-23,5,Special Air  ,7.676,Ewallet,WH1
895-03-6665,Fashion accessories,2019-02-16,9,ExpressAir,3.651,Cash,WH3
770-42-8960,Food and beverages,2019-01-01,8,ExpressAir,2.112,Cash,WH3
748-45-2862,Home and lifestyle,2019-03-07,4,Special Air  ,2.2648,Cash,WH1
234-36-2483,Health and beauty,2019-02-15,6,Regular Air,2.8795,Cash,WH3
316-66-3011,Food and beverages,2019-01-23,9,Special Air  ,3.8104,Cash,WH1
848-95-6252,Home and lifestyle,2019-02-20,1,Special Air  ,6.9016,Ewallet,WH2
840-76-5966,Sports and travel,2019-01-08,2,ExpressAir,1.276,Ewallet,WH1
152-03-4217,Home and lifestyle,2019-03-17,9,Special Air  ,0.9024,Credit card,WH3
533-66-5566,Home and lifestyle,2019-01-12,7,Regular Air,2.5535,Cash,WH3
124-31-1458,Electronic accessories,2019-01-08,3,Regular Air,3.9795,Cash,WH1
176-78-1170,Health and beauty,2019-01-26,3,Regular Air,1.6905,Ewallet,WH2
361-59-0574,Sports and travel,2019-03-15,8,Regular Air,4.5265,Credit card,WH3
101-81-4070,Health and beauty,2019-01-17,2,Special Air  ,5.0256,Ewallet,WH2
631-34-1880,Food and beverages,2019-01-08,3,Regular Air,1.2155,Credit card,WH2
852-82-2749,Sports and travel,2019-01-06,4,ExpressAir,6.459,Ewallet,WH1
873-14-6353,Food and beverages,2019-02-16,7,Special Air  ,1.9856,Credit card,WH1
584-66-4073,Fashion accessories,2019-03-13,1,ExpressAir,5.65,Ewallet,WH2
544-55-9589,Electronic accessories,2019-01-28,10,ExpressAir,2.143,Cash,WH3
166-19-2553,Sports and travel,2019-01-18,6,Regular Air,4.453,Cash,WH1
737-88-5876,Home and lifestyle,2019-03-19,4,ExpressAir,2.329,Credit card,WH1
154-87-7367,Home and lifestyle,2019-03-15,8,Special Air  ,5.2208,Ewallet,WH2
885-56-0389,Fashion accessories,2019-02-12,1,Regular Air,2.6175,Cash,WH2
608-05-3804,Electronic accessories,2019-02-25,1,ExpressAir,3.975,Cash,WH3
448-61-3783,Electronic accessories,2019-03-21,8,ExpressAir,9.002,Credit card,WH1
761-49-0439,Electronic accessories,2019-01-19,8,Regular Air,0.605,Ewallet,WH3
490-95-0021,Food and beverages,2019-01-08,10,ExpressAir,3.321,Ewallet,WH3
115-38-7388,Fashion accessories,2019-03-30,8,Special Air  ,0.8144,Credit card,WH2
311-13-6971,Sports and travel,2019-02-20,10,ExpressAir,3.199,Credit card,WH3
291-55-6563,Home and lifestyle,2019-03-30,6,Special Air  ,2.7536,Ewallet,WH1
548-48-3156,Food and beverages,2019-03-19,2,ExpressAir,8.334,Cash,WH1
460-93-5834,Sports and travel,2019-01-13,7,Special Air  ,3.6464,Cash,WH1
325-89-4209,Food and beverages,2019-02-05,1,Regular Air,4.395,Ewallet,WH1
884-80-6021,Electronic accessories,2019-03-23,10,Regular Air,3.6735,Ewallet,WH1
137-74-8729,Fashion accessories,2019-03-13,8,ExpressAir,1.219,Ewallet,WH2
880-46-5796,Sports and travel,2019-03-17,10,ExpressAir,7.692,Ewallet,WH1
389-70-2397,Health and beauty,2019-02-21,5,Regular Air,4.183,Cash,WH2
114-35-5271,Electronic accessories,2019-02-07,8,ExpressAir,5.791,Cash,WH3
607-76-6216,Fashion accessories,2019-03-02,5,Special Air  ,7.3992,Credit card,WH2
715-20-1673,Electronic accessories,2019-03-06,5,Special Air  ,2.2704,Cash,WH3
811-35-1094,Electronic accessories,2019-02-06,6,Regular Air,2.5225,Credit card,WH3
699-88-1972,Health and beauty,2019-01-28,8,Special Air  ,7.9328,Credit card,WH3
781-84-8059,Fashion accessories,2019-01-18,7,ExpressAir,6.074,Ewallet,WH2
409-49-6995,Food and beverages,2019-02-05,6,ExpressAir,4.727,Cash,WH2
725-54-0677,Health and beauty,2019-03-02,7,ExpressAir,8.56,Cash,WH2
146-09-5432,Food and beverages,2019-02-09,9,Regular Air,1.752,Ewallet,WH1
377-79-7592,Electronic accessories,2019-01-14,9,Regular Air,2.242,Credit card,WH2
509-10-0516,Home and lifestyle,2019-02-09,4,ExpressAir,4.597,Ewallet,WH3
595-94-9924,Health and beauty,2019-03-26,5,Special Air  ,2.2184,Credit card,WH1
865-41-9075,Food and beverages,2019-01-28,7,ExpressAir,1.153,Cash,WH1
545-07-8534,Health and beauty,2019-02-14,2,Regular Air,2.916,Ewallet,WH2
118-62-1812,Home and lifestyle,2019-03-24,4,Regular Air,3.919,Cash,WH2
450-42-3339,Health and beauty,2019-02-09,10,Regular Air,4.2305,Credit card,WH2
851-98-3555,Health and beauty,2019-03-24,5,Special Air  ,6.6304,Credit card,WH3
186-71-5196,Food and beverages,2019-03-27,2,Special Air  ,6.3632,Ewallet,WH1
624-01-8356,Home and lifestyle,2019-01-27,10,ExpressAir,4.901,Credit card,WH3
313-66-9943,Food and beverages,2019-03-27,3,Special Air  ,2.332,Credit card,WH3
151-27-8496,Electronic accessories,2019-01-19,4,Special Air  ,4.4904,Ewallet,WH2
453-33-6436,Home and lifestyle,2019-02-07,8,Regular Air,4.656,Cash,WH1
522-57-8364,Fashion accessories,2019-01-31,8,Regular Air,2.567,Ewallet,WH1
459-45-2396,Food and beverages,2019-02-25,3,Regular Air,4.98,Cash,WH1
717-96-4189,Electronic accessories,2019-02-02,6,ExpressAir,3.549,Cash,WH2
722-13-2115,Sports and travel,2019-03-14,1,ExpressAir,4.285,Credit card,WH2
749-81-8133,Fashion accessories,2019-03-11,4,Regular Air,4.7335,Cash,WH1
777-67-2495,Home and lifestyle,2019-02-22,3,Special Air  ,5.5176,Ewallet,WH3
636-98-3364,Electronic accessories,2019-03-02,3,Special Air  ,2.1008,Ewallet,WH3
246-55-6923,Home and lifestyle,2019-03-10,9,Special Air  ,2.8632,Credit card,WH2
181-82-6255,Home and lifestyle,2019-02-08,6,ExpressAir,1.637,Cash,WH3
838-02-1821,Home and lifestyle,2019-02-22,2,ExpressAir,1.273,Credit card,WH2
887-42-0517,Sports and travel,2019-01-10,7,Regular Air,4.157,Credit card,WH2
457-12-0244,Sports and travel,2019-03-14,6,Regular Air,1.761,Ewallet,WH2
226-34-0034,Electronic accessories,2019-01-10,4,ExpressAir,1.378,Ewallet,WH3
321-49-7382,Sports and travel,2019-02-15,1,Regular Air,4.4155,Credit card,WH3
397-25-8725,Health and beauty,2019-01-13,9,Regular Air,1.981,Credit card,WH1
431-66-2305,Electronic accessories,2019-02-15,9,Regular Air,4.4125,Credit card,WH3
825-94-5922,Sports and travel,2019-03-02,2,Regular Air,1.2655,Ewallet,WH3
641-62-7288,Home and lifestyle,2019-03-24,6,Special Air  ,7.9936,Ewallet,WH3
756-93-1854,Fashion accessories,2019-02-02,2,Regular Air,4.1675,Credit card,WH2
243-55-8457,Food and beverages,2019-02-27,10,Special Air  ,5.9552,Ewallet,WH1
458-10-8612,Health and beauty,2019-01-20,7,ExpressAir,6.408,Ewallet,WH2
501-61-1753,Home and lifestyle,2019-01-03,6,Special Air  ,5.052,Ewallet,WH3
235-06-8510,Home and lifestyle,2019-01-24,3,Regular Air,4.286,Ewallet,WH2
433-08-7822,Health and beauty,2019-01-05,7,Regular Air,3.9445,Ewallet,WH2
361-85-2571,Sports and travel,2019-03-30,5,Special Air  ,7.1584,Cash,WH1
131-70-8179,Health and beauty,2019-02-17,3,Special Air  ,7.3672,Cash,WH1
500-02-2261,Food and beverages,2019-03-21,6,Regular Air,2.8645,Ewallet,WH2
720-72-2436,Food and beverages,2019-03-02,4,Special Air  ,5.3216,Ewallet,WH1
702-83-5291,Fashion accessories,2019-03-27,9,Regular Air,4.991,Cash,WH2
809-69-9497,Home and lifestyle,2019-01-19,10,ExpressAir,4.568,Ewallet,WH1
449-16-6770,Health and beauty,2019-02-19,5,Regular Air,2.5395,Credit card,WH1
333-23-2632,Health and beauty,2019-03-28,7,ExpressAir,1.008,Cash,WH1
489-82-1237,Electronic accessories,2019-01-05,7,ExpressAir,9.388,Credit card,WH1
859-97-6048,Electronic accessories,2019-03-26,2,Regular Air,4.2125,Credit card,WH2
676-10-2200,Fashion accessories,2019-02-03,1,ExpressAir,5.378,Ewallet,WH3
373-88-1424,Home and lifestyle,2019-02-06,5,Regular Air,1.7905,Ewallet,WH2
365-16-4334,Food and beverages,2019-02-24,8,ExpressAir,2.643,Ewallet,WH3
503-21-4385,Health and beauty,2019-02-21,3,Special Air  ,3.1928,Ewallet,WH3
305-89-2768,Home and lifestyle,2019-01-09,3,Regular Air,1.095,Ewallet,WH3
574-80-1489,Food and beverages,2019-02-25,4,ExpressAir,6.285,Ewallet,WH3
784-08-0310,Food and beverages,2019-01-13,4,Special Air  ,1.6832,Cash,WH2
200-40-6154,Home and lifestyle,2019-02-09,6,ExpressAir,6.591,Cash,WH3
846-10-0341,Fashion accessories,2019-01-06,7,Regular Air,2.1285,Cash,WH1
