Invoice ID,warehouse_name,Shipment_mode,Product line,Unit price,Quantity,shipping cost,Date,Time,Payment,Unit cost,Rating,Customer_ID,Customer type
46b74985-011c-4ad6-8d05-af0c41a9f516,WH3,Regular Air,Fashion accessories,Invalid,7,#VALUE!,1/25/2019,5:44:01,Cash,#VALUE!,4,1033,Member
6b6f33cd-ba23-40c1-ae7b-4c5addd39a53,WH1,ExpressAir,Food and beverages,Invalid,1,#VALUE!,1/9/2019,16:35:58,E-wallet,#VALUE!,4.6,1034,Member
9d138377-efa5-412f-8252-40e60dcc58b2,WH2,Special Air,Electronic accessories,Invalid,6,#VALUE!,2/3/2019,13:41:42,E-wallet,#VALUE!,4.2,1035,Normal
35505904-9e1a-4021-9e37-77b363e883c7,WH1,Regular Air,Food and beverages,Invalid,1,#VALUE!,1/2/2019,1:12:55,Credit Card,#VALUE!,2.8,1036,Member
74d63847-2cb5-4e72-8434-bcf891b5af9d,WH2,Special Air,Food and beverages,Invalid,4,#VALUE!,1/10/2019,14:28:11,Cash,#VALUE!,3.7,1037,Normal
16a5d84e-87cb-42f2-8057-718259fe8cbc,WH1,Regular Air,Health and beauty,Invalid,9,#VALUE!,2/23/2019,20:07:19,Cash,#VALUE!,3.4,1038,Normal
7a95ac55-11c7-42de-9bf4-ab3687dc6136,WH1,ExpressAir,Sports and travel,Invalid,4,#VALUE!,1/7/2019,6:36:55,E-wallet,#VALUE!,3,1039,Normal
f26f0580-0102-4bbe-9b15-48f9dd7edd49,WH2,ExpressAir,Health and beauty,Invalid,1,#VALUE!,3/29/2019,4:18:58,E-wallet,#VALUE!,4.8,1040,Normal
a3912d91-fc96-40f4-acee-50227632cabb,WH2,Special Air,Fashion accessories,Invalid,5,#VALUE!,1/14/2019,15:10:07,E-wallet,#VALUE!,4,1041,Member
ac49b73e-6d6e-41e2-80f2-677efbadc34f,WH3,ExpressAir,Electronic accessories,44,3,4.4,2/11/2019,17:53:07,Credit Card,37.4,4.9,1042,Member
00858d2d-f1cb-4e96-af15-dcbf37695192,WH1,Regular Air,Sports and travel,25,6,1.25,2/15/2019,0:52:25,Cash,21.25,4.9,1043,Normal
61cab50a-9588-4534-96c3-36be7f0bf1ca,WH2,ExpressAir,Fashion accessories,26,3,2.6,2/3/2019,5:21:06,E-wallet,22.1,3.3,1044,Member
26721f44-b0df-4064-9c9f-5d53e2336309,WH2,Special Air,Electronic accessories,25,5,2,2/11/2019,4:14:44,Credit Card,21.25,4.4,1045,Member
f6dd86f6-3a35-4f65-837c-bffe13cb0216,WH1,Special Air,Health and beauty,17,8,1.36,2/24/2019,3:02:08,Credit Card,14.45,3.5,1046,Member
d9dafcbe-beee-47e3-898f-2c0850880fcf,WH2,Special Air,Home and lifestyle,84,1,6.72,1/26/2019,17:47:39,Cash,71.4,4.2,1047,Normal
6480f415-1bc5-400c-b2e7-d18227d89883,WH1,Special Air,Fashion accessories,15,5,1.2,1/30/2019,17:42:29,E-wallet,12.75,4.2,1048,Normal
76ee705b-ff85-4b96-a6e9-afa12a48ff63,WH3,Special Air,Fashion accessories,57,2,4.56,1/3/2019,19:26:35,Cash,48.45,2.7,1049,Normal
e7d9bdc5-d451-468f-a898-afbfdf95cb11,WH1,Special Air,Home and lifestyle,48,6,3.84,3/10/2019,8:27:07,E-wallet,40.8,2.8,1050,Member
d68b8493-e6b9-4898-987e-993015f29a69,WH2,Regular Air,Food and beverages,64,3,3.2,1/9/2019,5:56:38,Cash,54.4,3.8,1051,Member
37dc5ba4-3226-40f6-87ae-227c655fa3fd,WH3,ExpressAir,Electronic accessories,98,4,9.8,2/9/2019,20:44:51,Credit Card,83.3,2.6,1052,Member
b4bfbc73-34f5-4950-ae63-0b4ca1b340ef,WH1,Special Air,Sports and travel,10,7,0.8,3/17/2019,1:32:10,Cash,8.5,3,1053,Member
96b88449-8a8a-4ed5-9fc7-309863fe072f,WH1,Regular Air,Electronic accessories,25,7,1.25,3/6/2019,21:09:24,E-wallet,21.25,3.3,1054,Member
57eeb73e-d1a4-46a6-9438-465b5f5f4717,WH3,Regular Air,Home and lifestyle,90,2,4.5,1/23/2019,6:43:18,Credit Card,76.5,4.9,1055,Normal
fc910b16-eb3a-417c-b403-5c9db01e1009,WH2,Special Air,Sports and travel,27,5,2.16,2/20/2019,23:40:22,Cash,22.95,3.3,1056,Normal
bac5ecbb-e91c-4633-a845-a6200dd5e020,WH2,ExpressAir,Food and beverages,14,9,1.4,2/11/2019,9:17:29,Cash,11.9,2.9,1057,Normal
84d6f718-6fdb-4e94-a1e3-efc79af9b38a,WH3,Special Air,Fashion accessories,73,10,5.84,2/20/2019,16:01:32,E-wallet,62.05,4.4,1058,Normal
aba00069-e790-4220-af19-dffd33e94e5f,WH3,ExpressAir,Food and beverages,74,3,7.4,1/13/2019,16:15:57,E-wallet,62.9,3.1,1059,Normal
06eb148e-9739-49a5-b8d5-27affad995eb,WH1,ExpressAir,Electronic accessories,99,4,9.9,2/2/2019,4:26:32,E-wallet,84.15,2.5,1060,Member
0b2cb82a-4094-4b2d-8904-bea9099238a0,WH1,Regular Air,Fashion accessories,83,2,4.15,1/3/2019,12:39:35,Cash,70.55,2.6,1061,Normal
c03c0f88-a786-47fe-95e3-a14b51f265d0,WH3,ExpressAir,Home and lifestyle,37,10,3.7,1/12/2019,13:51:31,E-wallet,31.45,4.4,1062,Member
4e33ecb9-f22c-449a-a43d-3eaa3ecebda3,WH3,ExpressAir,Food and beverages,37,7,3.7,3/18/2019,18:27:12,Credit Card,31.45,2.6,1063,Member
4d2f3420-9f0e-4106-bea9-4bd590f7194e,WH3,ExpressAir,Health and beauty,56,7,5.6,1/8/2019,18:33:46,Credit Card,47.6,3.3,1064,Member
f6143505-51a5-4fc2-81b6-96d8cb43aeb4,WH1,ExpressAir,Electronic accessories,89,8,8.9,1/5/2019,2:46:51,E-wallet,75.65,3.5,1065,Member
4f108399-6a56-4bf1-a8cb-0e1c20eb4703,WH2,Special Air,Health and beauty,52,7,4.16,2/12/2019,2:04:53,Cash,44.2,4.1,1066,Normal
5f702f8f-6c85-4dd1-b203-96d9f13774be,WH2,Special Air,Home and lifestyle,57,3,4.56,3/10/2019,23:45:24,E-wallet,48.45,4,1067,Normal
ac49f1d3-7423-41db-b08d-5d78ea32aee0,WH2,Special Air,Health and beauty,54,2,4.32,3/7/2019,11:03:03,Credit Card,45.9,2.7,1068,Normal
d5c3086a-5f36-419e-a740-3edb59d0e0d7,WH1,ExpressAir,Health and beauty,31,3,3.1,1/19/2019,23:34:02,E-wallet,26.35,2.5,1069,Normal
3d984405-2b77-48ce-9871-809cf1bcd5f2,WH3,ExpressAir,Home and lifestyle,66,1,6.6,2/22/2019,9:02:38,E-wallet,56.1,4.3,1070,Normal
7f40bb5b-a989-49ac-b825-140a90c05346,WH3,Regular Air,Electronic accessories,13,3,0.65,1/17/2019,18:40:56,Cash,11.05,3.3,1071,Member
742f5a39-0bbf-40f7-9c22-91e35fdcdeb4,WH2,ExpressAir,Sports and travel,88,8,8.8,3/10/2019,0:58:57,Credit Card,74.8,2.6,1072,Member
e40a368f-e92a-4e13-88db-181cf992a1c9,WH2,Regular Air,Home and lifestyle,48,3,2.4,3/22/2019,6:10:13,Cash,40.8,3.5,1073,Normal
60aa0559-dbcc-446c-8980-ba14d414769f,WH1,Regular Air,Electronic accessories,49,2,2.45,1/7/2019,21:03:29,E-wallet,41.65,4,1074,Member
3c32fe53-89a5-4e31-935e-744102ae6204,WH1,ExpressAir,Fashion accessories,44,1,4.4,3/17/2019,7:08:07,E-wallet,37.4,2.6,1075,Normal
29c2a7d1-d3a7-4b0c-aab0-7839537871c0,WH2,Special Air,Fashion accessories,24,5,1.92,1/16/2019,3:39:02,Cash,20.4,4.9,1076,Member
a0337719-336d-4363-9cd5-9bc924f070e1,WH2,Regular Air,Food and beverages,76,3,3.8,1/31/2019,17:37:18,Credit Card,64.6,2.9,1077,Member
510e9f68-88cb-426f-be25-b913c5f9a24c,WH1,Special Air,Fashion accessories,88,2,7.04,2/26/2019,3:41:04,E-wallet,74.8,3.7,1078,Normal
bc3bc4cb-d684-456b-a88f-eca5e574df86,WH2,ExpressAir,Health and beauty,45,6,4.5,1/21/2019,7:50:45,Credit Card,38.25,4.4,1079,Member
cf43bf3c-78ff-4574-a1ae-156dc20f17c7,WH1,Special Air,Sports and travel,96,4,7.68,2/6/2019,3:02:51,E-wallet,81.6,4.4,1080,Normal
4f7ce6de-fafa-47c4-a024-78477923820c,WH1,Regular Air,Fashion accessories,58,5,2.9,2/21/2019,21:14:57,Cash,49.3,3.8,1081,Member
fafd6b6a-34a4-41b2-921f-6b1cc069a541,WH3,ExpressAir,Fashion accessories,94,8,9.4,3/21/2019,2:49:17,Credit Card,79.9,4.5,1082,Member
d562a68c-b51f-42a4-8688-408a4b35f533,WH2,Regular Air,Fashion accessories,98,10,4.9,3/21/2019,14:37:24,Credit Card,83.3,2.6,1083,Member
64792899-2e3e-475c-9460-73be3df73579,WH2,Regular Air,Health and beauty,19,10,0.95,1/17/2019,20:01:45,Credit Card,16.15,3.3,1084,Member
cb4bb812-4a83-41a2-bcc7-9eefaffa482f,WH2,Special Air,Home and lifestyle,61,6,4.88,2/4/2019,11:11:55,E-wallet,51.85,4.1,1085,Member
ff44626c-cb3a-4e44-b4e1-e509eea790fb,WH1,Regular Air,Food and beverages,41,10,2.05,2/5/2019,14:40:11,E-wallet,34.85,3,1086,Normal
b5b544e8-2893-4dbc-ae3e-057b2042e4bf,WH2,ExpressAir,Sports and travel,98,2,9.8,1/3/2019,17:07:15,Cash,83.3,3,1087,Normal
65c01081-646e-41e8-94bb-b84bf128a4c6,WH2,Regular Air,Health and beauty,22,10,1.1,2/22/2019,4:10:56,Credit Card,18.7,3.4,1088,Member
af760b00-f252-4584-8a3d-fa9487ba53f5,WH1,Special Air,Home and lifestyle,80,8,6.4,2/10/2019,9:03:42,Cash,68,2.7,1089,Normal
37de0fb0-3a5b-4baa-993b-dd8afcd3f2c8,WH2,Special Air,Home and lifestyle,76,1,6.08,3/19/2019,15:06:29,Credit Card,64.6,3.8,1090,Normal
04487726-750d-4d6a-8be1-2084fde3d973,WH3,Regular Air,Food and beverages,29,9,1.45,1/23/2019,14:34:07,Credit Card,24.65,4.2,1091,Normal
79db2c36-dee1-45ae-9ad1-4a9e34ff4661,WH1,Regular Air,Electronic accessories,82,5,4.1,2/3/2019,10:01:05,Cash,69.7,4.7,1092,Member
027aa328-81d2-4a9e-9293-eb9daddeec2c,WH1,Special Air,Home and lifestyle,83,10,6.64,1/13/2019,15:00:09,E-wallet,70.55,4.1,1093,Normal
1d4e005b-06a2-4cab-adf5-cc5b91197354,WH3,Special Air,Fashion accessories,34,8,2.72,3/22/2019,18:39:15,Cash,28.9,4.2,1094,Normal
0837fdcc-58a4-43e0-ad1f-423af13ae7c6,WH2,Regular Air,Electronic accessories,50,10,2.5,2/23/2019,13:36:23,Cash,42.5,4.8,1095,Normal
c0748e4c-c759-41d7-919e-acf78f036789,WH2,ExpressAir,Health and beauty,15,7,1.5,2/7/2019,2:36:29,E-wallet,12.75,3,1096,Normal
abe880f8-dd7c-48b1-be52-b2e8ab7a715e,WH1,Special Air,Fashion accessories,89,10,7.12,3/23/2019,0:34:56,E-wallet,75.65,2.6,1097,Normal
af47cf92-9057-4f46-8f4b-d9c30a56fc71,WH3,Special Air,Health and beauty,13,2,1.04,1/18/2019,12:09:27,Credit Card,11.05,3.2,1098,Normal
7ba7995b-6520-4b5f-b829-c409ea1b5252,WH3,ExpressAir,Electronic accessories,16,2,1.6,2/3/2019,16:21:07,E-wallet,13.6,3.6,1099,Member
264765fe-2de1-423e-bbc3-0caba8f83812,WH2,ExpressAir,Home and lifestyle,92,5,9.2,2/12/2019,9:10:09,Cash,78.2,2.6,1100,Normal
ec7f7640-b708-4444-9a5e-7a5bcece8e0f,WH2,ExpressAir,Sports and travel,14,10,1.4,1/29/2019,21:13:21,Cash,11.9,4.4,1101,Member
d419c5c2-7c62-4339-a539-d591c9cd15c5,WH2,Special Air,Fashion accessories,36,10,2.88,2/3/2019,10:54:00,Credit Card,30.6,3,1102,Member
dad3a186-c2bf-4953-8e54-e0a451b7b978,WH2,ExpressAir,Home and lifestyle,47,9,4.7,2/19/2019,3:55:25,Cash,39.95,2.9,1103,Normal
a9ecd0c6-4954-4266-b418-2c90985de1e7,WH3,Regular Air,Fashion accessories,31,8,1.55,1/25/2019,0:42:02,Credit Card,26.35,4.3,1104,Normal
088573b0-b964-4b24-8fd0-d1fab6829a84,WH2,ExpressAir,Food and beverages,31,5,3.1,2/22/2019,5:28:47,Cash,26.35,3.1,1105,Normal
0b3115fe-9130-4cd2-94f8-5c39f104eaeb,WH3,Special Air,Fashion accessories,21,1,1.68,1/23/2019,7:28:39,Credit Card,17.85,3,1106,Normal
7c6277b2-e8c1-492f-9117-5330d01b1d13,WH2,ExpressAir,Health and beauty,79,10,7.9,2/25/2019,21:27:59,E-wallet,67.15,3.6,1107,Member
2960f91b-ab32-472b-857c-8a457761e0dd,WH1,Regular Air,Sports and travel,16,4,0.8,1/3/2019,15:41:27,Cash,13.6,2.8,1108,Normal
8a6c38e8-0976-43dd-9ecd-9b7071cb182e,WH1,Special Air,Health and beauty,85,7,6.8,2/14/2019,22:00:53,Cash,72.25,2.8,1109,Normal
59138f46-221e-4b39-8939-975ae3d9fbbd,WH1,Regular Air,Home and lifestyle,43,6,2.15,3/26/2019,3:04:35,E-wallet,36.55,4.9,1110,Normal
736beecd-cd5a-4d53-8fcd-54fc969f2e43,WH1,ExpressAir,Home and lifestyle,30,7,3,1/27/2019,4:38:24,E-wallet,25.5,3,1111,Normal
6262fa96-b2de-46c7-8643-30ec6705c440,WH2,ExpressAir,Food and beverages,34,9,3.4,1/22/2019,11:43:32,Cash,28.9,4.1,1112,Member
5fde0dc1-2d8a-4649-8eb8-0ff2cd8e6ae2,WH3,ExpressAir,Electronic accessories,85,6,8.5,2/18/2019,4:38:36,E-wallet,72.25,4.6,1113,Member
fd912fb8-603b-4f96-a96a-4cfa20b60af9,WH3,Special Air,Electronic accessories,79,10,6.32,2/22/2019,17:26:00,Cash,67.15,4.8,1114,Member
ba2861fe-48d2-4608-a026-bf5e7adb45e9,WH3,Special Air,Electronic accessories,57,9,4.56,1/13/2019,9:34:30,Credit Card,48.45,2.6,1115,Normal
fd859662-4a48-499f-956f-10ee0bfcd144,WH3,Regular Air,Food and beverages,10,10,0.5,2/22/2019,2:46:00,Cash,8.5,4,1116,Normal
1951af83-af50-42dd-aec6-3b6d95e75a2b,WH1,Regular Air,Food and beverages,31,10,1.55,3/29/2019,5:33:00,E-wallet,26.35,4.2,1117,Normal
3acddfa9-1113-4452-b12f-9c331d2695f6,WH2,Regular Air,Home and lifestyle,67,10,3.35,1/16/2019,8:24:17,E-wallet,56.95,4.5,1118,Normal
50bf9969-633b-4106-a713-358f1c141f92,WH1,ExpressAir,Health and beauty,10,6,1,1/30/2019,19:03:56,Credit Card,8.5,4.9,1119,Normal
8e0a9624-d220-4f12-9285-f0c4a9213f65,WH1,Regular Air,Electronic accessories,42,4,2.1,1/29/2019,10:23:48,Credit Card,35.7,3.1,1120,Member
81245f90-363d-43bf-b07e-856f2771a5a4,WH1,Regular Air,Electronic accessories,50,8,2.5,3/14/2019,13:56:32,Cash,42.5,4,1121,Normal
f6578769-5287-457c-8c1c-15082f30aafc,WH3,Special Air,Home and lifestyle,73,6,5.84,3/7/2019,16:44:43,Cash,62.05,3.2,1122,Member
3c5016f8-263f-46bf-8435-f7470fdc7fc7,WH1,Regular Air,Sports and travel,22,9,1.1,2/2/2019,3:00:49,Credit Card,18.7,4.3,1123,Member
3b78a54e-cf1b-4486-af3f-a1846716cad3,WH1,ExpressAir,Fashion accessories,41,2,4.1,3/1/2019,16:07:09,Credit Card,34.85,2.5,1124,Member
e92f3953-3255-441d-b19c-bee6d2094438,WH3,ExpressAir,Home and lifestyle,12,6,1.2,3/28/2019,12:16:02,Credit Card,10.2,4.9,1125,Member
2753e052-d693-4d55-b9ba-2463a9de3756,WH3,Special Air,Electronic accessories,37,4,2.96,1/8/2019,3:32:49,Cash,31.45,2.7,1126,Member
8258917f-78a7-4cbe-a323-3e6319c3c8fc,WH2,Special Air,Home and lifestyle,32,7,2.56,2/10/2019,9:23:13,E-wallet,27.2,3.4,1127,Normal
f00d018f-df66-43da-a9b5-3ecb3df431d4,WH2,Regular Air,Food and beverages,29,9,1.45,2/9/2019,20:33:08,Cash,24.65,4.8,1128,Member
3f27747c-4661-4146-ba68-5f9a4c527ef9,WH3,Regular Air,Health and beauty,95,9,4.75,1/23/2019,11:39:27,Cash,80.75,4.7,1129,Normal
2fd65b3c-31d1-4e26-b950-259a0db0f966,WH1,ExpressAir,Sports and travel,77,4,7.7,3/20/2019,5:51:21,Cash,65.45,4.7,1130,Member
20225d2f-78da-4525-82f3-782ff058ddae,WH1,Regular Air,Health and beauty,82,3,4.1,2/11/2019,15:58:51,Cash,69.7,3.9,1131,Normal
e1acc633-c2fb-46a3-a939-a403b4b1f68c,WH3,Special Air,Home and lifestyle,91,5,7.28,3/17/2019,18:12:14,Cash,77.35,3.7,1132,Member
f89b63fd-5b98-410c-8e8e-70c9ce381cdc,WH3,ExpressAir,Sports and travel,33,9,3.3,1/19/2019,4:00:33,Cash,28.05,4.3,1133,Normal
7f31abaf-9602-4789-96ad-bbcbbeebde06,WH2,Regular Air,Sports and travel,18,2,0.9,1/11/2019,7:11:33,Cash,15.3,4.1,1134,Normal
b0c7f9fd-7151-4fdd-8899-7d1a46e67cce,WH1,Regular Air,Health and beauty,85,6,4.25,3/7/2019,4:00:35,E-wallet,72.25,4.6,1135,Normal
e9b3bc84-e237-4a3a-acd9-b3a30364d01e,WH1,ExpressAir,Food and beverages,43,8,4.3,1/23/2019,20:51:06,E-wallet,36.55,3.6,1136,Member
bcd4db14-cbc4-4692-949c-cfff443cf066,WH3,Regular Air,Health and beauty,47,9,2.35,3/23/2019,12:35:10,Credit Card,39.95,4.8,1137,Normal
826848e1-887b-4ef8-9e65-8da7113e634a,WH2,Special Air,Food and beverages,87,7,6.96,2/4/2019,18:49:08,E-wallet,73.95,2.8,1138,Member
4c6b9f10-fb18-479d-8c7b-e4bb3b90f35c,WH1,Regular Air,Food and beverages,68,1,3.4,3/29/2019,11:17:53,Credit Card,57.8,4.7,1139,Normal
d79efe96-8843-4df8-aeb0-98f057736941,WH1,Special Air,Home and lifestyle,32,4,2.56,1/18/2019,9:10:04,Credit Card,27.2,3.9,1140,Normal
d4d47d90-7a79-44fb-bfca-7eba9e388a7f,WH3,ExpressAir,Home and lifestyle,85,4,8.5,2/12/2019,23:35:17,Credit Card,72.25,2.6,1141,Member
3ea947f7-3bab-4263-9843-09ba1a7a3741,WH2,Special Air,Fashion accessories,42,3,3.36,2/10/2019,12:58:42,Cash,35.7,4.7,1142,Member
d300a618-4a4f-40cc-97db-ac87aa31f7dd,WH1,ExpressAir,Home and lifestyle,11,1,1.1,2/20/2019,7:17:56,Cash,9.35,3.5,1143,Member
f2bbee53-2be1-49de-bf28-b5ccdf213f46,WH2,Regular Air,Sports and travel,60,8,3,1/24/2019,7:55:59,Cash,51,4.4,1144,Normal
91a6ab24-4e8d-4e8b-9890-42430b9b5868,WH1,ExpressAir,Home and lifestyle,53,10,5.3,2/4/2019,23:29:55,E-wallet,45.05,4.4,1145,Member
a5e72979-4256-4de2-8e40-3af7756bdeab,WH1,Regular Air,Electronic accessories,39,1,1.95,1/14/2019,4:48:25,Cash,33.15,3,1146,Normal
b237fcae-6b9c-4268-94e7-77177ac5b155,WH1,Regular Air,Electronic accessories,21,2,1.05,3/7/2019,4:59:56,Credit Card,17.85,4.2,1147,Member
c505b556-3e48-4d28-b5ef-df7a5717a59e,WH1,Regular Air,Fashion accessories,85,2,4.25,3/8/2019,10:22:39,E-wallet,72.25,4.3,1148,Normal
92eed424-a0bd-4608-b8dd-469a7686f596,WH3,Regular Air,Health and beauty,44,1,2.2,2/24/2019,21:43:03,Credit Card,37.4,2.6,1149,Member
b203e9ca-20e8-450c-8998-8f03d74598e2,WH1,Special Air,Home and lifestyle,74,7,5.92,1/31/2019,7:44:21,E-wallet,62.9,3.3,1150,Member
d3c5fe24-ff58-4594-bdba-4cfe0c8a2667,WH1,Regular Air,Food and beverages,73,10,3.65,1/11/2019,18:25:08,E-wallet,62.05,2.7,1151,Normal
03b89ee6-3efa-47be-bea9-c8d539b3a063,WH1,Regular Air,Fashion accessories,71,9,3.55,3/4/2019,19:13:14,Cash,60.35,4.2,1152,Member
b187f70b-3b19-4183-976e-19abd1c7964c,WH3,Special Air,Home and lifestyle,84,3,6.72,2/13/2019,17:49:07,Cash,71.4,4,1153,Member
628ec4b9-5fae-4fd4-a4bc-9203920ff943,WH3,Special Air,Electronic accessories,87,3,6.96,3/3/2019,12:13:14,Credit Card,73.95,4,1154,Member
b5fb541e-315e-454d-94e7-a4d733f68c79,WH2,ExpressAir,Health and beauty,78,9,7.8,3/27/2019,11:36:28,E-wallet,66.3,2.9,1155,Normal
749cbb9b-dad1-419d-8e9b-e0af4628e744,WH1,Regular Air,Electronic accessories,21,3,1.05,1/15/2019,21:55:43,E-wallet,17.85,2.6,1156,Member
aba509f6-6b83-436d-99bc-92ea45156016,WH3,Special Air,Electronic accessories,13,2,1.04,3/13/2019,1:33:50,Credit Card,11.05,4.8,1157,Normal
4f4dcf7d-b923-432f-893c-dd029de79451,WH3,Special Air,Food and beverages,89,7,7.12,2/17/2019,23:23:30,Cash,75.65,4.4,1158,Member
325894b7-11e6-4546-bdb4-9e70c376142f,WH2,ExpressAir,Food and beverages,52,1,5.2,2/22/2019,12:32:52,Cash,44.2,4,1159,Member
0a3124b2-4d63-4b9c-9387-4e0e88cd6e72,WH2,Special Air,Electronic accessories,50,8,4,2/7/2019,20:02:47,E-wallet,42.5,3.6,1160,Normal
10c4007c-cc04-4b02-81cc-c161553ebbe3,WH1,ExpressAir,Home and lifestyle,15,8,1.5,2/24/2019,13:22:37,E-wallet,12.75,3.2,1161,Member
d96ea91e-c1fc-42da-b459-e6e6cd9bd94e,WH3,Special Air,Sports and travel,33,6,2.64,3/11/2019,23:13:22,Cash,28.05,3.1,1162,Member
47944c46-e82f-4691-8beb-31e0ccfba1e9,WH3,Regular Air,Food and beverages,69,7,3.45,2/13/2019,23:42:19,Credit Card,58.65,4.2,1163,Normal
85559821-eeb8-4a95-8cc0-51b88512633b,WH1,ExpressAir,Electronic accessories,60,5,6,2/1/2019,2:30:44,E-wallet,51,3,1164,Member
4ba5becb-5b7c-4428-8085-4f9620690b77,WH2,Special Air,Home and lifestyle,83,7,6.64,3/27/2019,6:21:59,Cash,70.55,4.2,1165,Member
481c1b27-ce4e-4f9b-87e0-16d538f39b14,WH3,ExpressAir,Electronic accessories,47,1,4.7,1/14/2019,1:28:51,E-wallet,39.95,2.9,1166,Member
0ba83255-0b29-499f-a214-1b6f84d29469,WH3,Special Air,Home and lifestyle,86,9,6.88,2/11/2019,11:51:18,E-wallet,73.1,3.7,1167,Normal
43811cc9-b83d-4b30-b82c-eae9214d9d96,WH2,Special Air,Health and beauty,34,3,2.72,2/10/2019,16:03:28,Credit Card,28.9,3.6,1168,Normal
8f00e6e0-a98a-4a3a-8561-a7d7cbca9ad8,WH1,Special Air,Health and beauty,13,1,1.04,3/12/2019,2:26:41,E-wallet,11.05,3.6,1169,Member
5be6b14d-f1e1-4f85-b158-d5595a4c55d7,WH2,Regular Air,Health and beauty,26,4,1.3,1/31/2019,15:58:02,E-wallet,22.1,4.5,1170,Normal
5da1912c-a266-48f4-96b7-d0a858c94ba3,WH1,ExpressAir,Electronic accessories,22,6,2.2,1/1/2019,1:40:41,Credit Card,18.7,3.2,1171,Normal
fd8012d8-45d4-4a9c-9ef4-3bcdcd25491f,WH2,Special Air,Food and beverages,79,8,6.32,3/15/2019,6:13:16,Credit Card,67.15,3.9,1172,Normal
cbb4c33f-c47e-41a5-a460-c58dac258e37,WH3,Special Air,Health and beauty,51,10,4.08,2/23/2019,20:57:25,Credit Card,43.35,4.6,1173,Normal
a198b166-c13b-4a18-92a9-280bba81bc78,WH2,ExpressAir,Health and beauty,10,9,1,1/28/2019,4:49:53,E-wallet,8.5,2.5,1174,Normal
72e6cb33-111f-4c9b-b4e5-ae39a7f85114,WH1,ExpressAir,Health and beauty,42,4,4.2,1/28/2019,5:54:17,E-wallet,35.7,4.3,1175,Member
9aefea35-c1c7-4793-b569-f3db73764fc7,WH2,Regular Air,Sports and travel,65,5,3.25,3/1/2019,15:52:33,Credit Card,55.25,4.1,1176,Member
1f5c2994-5503-4e4c-b04f-b2c122029ac7,WH2,Regular Air,Home and lifestyle,30,2,1.5,3/22/2019,2:14:15,E-wallet,25.5,4.6,1177,Normal
05ab7772-4879-4359-b462-9975d6a14da8,WH1,ExpressAir,Health and beauty,79,6,7.9,1/3/2019,2:57:00,Credit Card,67.15,4.8,1178,Normal
4dc8c1fa-381f-4300-8310-43fd57125951,WH3,Special Air,Food and beverages,75,5,6,1/2/2019,7:49:36,Credit Card,63.75,4.9,1179,Normal
fe76fd4d-a77f-4b67-ae85-8ed80cd12fcf,WH3,Regular Air,Fashion accessories,37,6,1.85,1/24/2019,6:59:40,E-wallet,31.45,2.8,1180,Normal
ee027a23-0802-4d7e-8d46-9be2e511c95e,WH2,Special Air,Food and beverages,81,7,6.48,1/30/2019,19:34:28,E-wallet,68.85,4.9,1181,Member
0023b402-3795-4cfa-a1c4-ea424bcab3da,WH2,Special Air,Food and beverages,50,6,4,1/13/2019,6:41:14,E-wallet,42.5,3.5,1182,Normal
2c14a95a-434f-497a-b178-4ed1a7dc45e1,WH2,ExpressAir,Health and beauty,71,2,7.1,3/11/2019,16:45:59,Credit Card,60.35,3.8,1183,Member
718a2f6c-17df-4a45-876a-9ffd0368d3c9,WH3,Regular Air,Health and beauty,44,10,2.2,2/16/2019,8:19:48,Credit Card,37.4,4.5,1184,Member
7a1a1696-921e-451b-9b3f-3eb4bddb92f6,WH1,Regular Air,Fashion accessories,63,3,3.15,1/20/2019,14:49:20,E-wallet,53.55,3.4,1185,Member
c7d5b98b-2da2-4461-be23-cc886f289b6f,WH3,Regular Air,Health and beauty,82,5,4.1,2/18/2019,7:31:16,Cash,69.7,3.9,1186,Member
4c358c94-e2f2-497e-bc0e-9bad4e96b8f2,WH3,ExpressAir,Home and lifestyle,23,10,2.3,1/8/2019,8:22:38,Credit Card,19.55,4.1,1187,Normal
e7504dca-a341-45db-a54e-f2ee5d1b650d,WH2,Special Air,Food and beverages,59,1,4.72,1/31/2019,0:57:09,E-wallet,50.15,3,1188,Member
e5b57c25-69f2-4579-aaec-d0e74c80420b,WH1,Special Air,Electronic accessories,28,2,2.24,1/13/2019,14:08:54,E-wallet,23.8,3.3,1189,Normal
803fac13-35e3-41a8-8413-098a051aa8ce,WH3,ExpressAir,Food and beverages,27,9,2.7,2/13/2019,17:42:38,E-wallet,22.95,4.9,1190,Member
b9bab68e-87db-4e05-a5b3-0f86cfcf7c63,WH1,Regular Air,Home and lifestyle,71,5,3.55,3/10/2019,1:41:24,E-wallet,60.35,4.3,1191,Member
33a065d7-d8e4-4894-94ad-e4b1595fecf4,WH3,Special Air,Electronic accessories,93,6,7.44,1/9/2019,4:07:18,Cash,79.05,4.1,1192,Member
a00194c8-1c8b-4aba-a2af-e03a2e5345f2,WH3,Regular Air,Health and beauty,69,4,3.45,2/9/2019,19:07:20,Credit Card,58.65,4,1193,Normal
77779fb1-e14a-4e09-9826-96a35fddc56d,WH2,Special Air,Electronic accessories,49,2,3.92,1/18/2019,0:26:01,Credit Card,41.65,5,1194,Member
